subject,condition,trial,reaction_time_ms
2,A,23,712.2968173263905
2,A,24,400.9155022088183
2,A,25,533.226714236722
2,A,26,787.7393842112108
2,A,27,609.7198930529089
2,A,28,458.2860079565441
2,A,29,501.7508731585065
2,A,30,711.1113958672722
2,A,31,499.8649676693492
2,A,32,633.3633705915745
2,A,33,606.8748641489289
2,A,34,509.8056467660634
2,A,35,1025.4795927889884
2,A,36,703.0369218159835
2,A,37,361.6381074280399
2,A,38,628.6302423874776
2,A,39,508.5090633485389
2,A,40,742.5112253768269
2,A,41,492.15783633688045
2,A,42,583.0340239976607
2,A,43,680.737299643055
2,A,44,744.9882554500165
2,A,45,444.4579960672175
2,A,46,551.8654939785309
2,A,47,532.8251531225274
2,A,48,509.58534554911563
2,A,49,932.8955233217077
2,A,50,663.9289116363477
2,A,51,437.7765702467655
2,A,52,754.7564707960233
2,A,53,1019.9090182127377
2,A,54,776.6936271469796
2,A,55,410.381479013023
2,A,56,531.5892671896655
2,A,57,823.577324429171
2,A,58,502.70940968343103
2,A,59,670.406679285343
2,A,60,728.2090536446511
2,A,61,475.89490275498946
2,A,62,591.1373045348288
2,A,63,266.83028516154053
2,A,64,464.4401700425542
2,A,65,563.2860705896948
2,A,66,439.21272360170366
2,A,67,902.3770797419108
2,A,68,419.63878718453725
2,A,69,537.4945033059003
2,A,70,619.9351027258236
2,A,71,860.2714487129616
2,A,72,419.0390515718695
2,A,73,802.4909624970878
2,A,74,601.536924244657
2,A,75,469.4456321399707
2,A,76,673.4781304169728
2,A,77,630.6143980226551
2,A,78,516.3967864290244
2,A,79,610.5622026869621
2,A,80,544.8994357082023
2,A,81,617.2715197493128
2,A,82,708.0129070657521
2,A,83,891.971212656382
2,A,84,440.30857173275973
2,A,85,1022.6862254162601
2,A,86,368.30363951604437
2,A,87,577.6587991369441
2,A,88,695.0674956116254
2,A,89,643.6644964770331
2,A,90,513.5024370215227
2,A,91,569.5799120027822
2,A,92,530.4254506239477
2,A,93,517.7996886276171
2,A,94,741.9858548724137
2,A,95,656.0149161423165
2,A,96,504.56781773620526
2,A,97,751.3184707116645
2,A,98,647.9117737324203
2,A,99,735.2019217303292
2,A,100,702.2832872371374
2,B,1,447.04958885486286
2,B,2,478.1253890009722
2,B,3,662.9779153879626
2,B,4,640.667655679141
2,B,5,547.1335265852257
2,B,6,566.3714437801525
2,B,7,756.9782356061621
2,B,8,474.3879424869014
2,B,9,630.6131648003421
2,B,10,522.8894761807395
2,B,11,520.8686910320146
2,B,12,723.870487143766
2,B,13,676.0536017800572
2,B,14,674.0441998851015
2,B,15,762.2602097567237
2,B,16,552.8956239746111
2,B,17,652.2360400644405
2,B,18,508.9509207828938
2,B,19,596.4287969495798
2,B,20,532.3933067697743
2,B,21,563.4999639331074
2,B,22,638.2356257916101
2,B,23,448.25537676092176
2,B,24,927.9845622560484
2,B,25,427.69654317949943
2,B,26,406.0072940292271
2,B,27,734.6880567957287
2,B,28,670.372784021556
2,B,29,642.8736682179773
2,B,30,643.5531736406703
2,B,31,548.318643945173
2,B,32,439.4854827767748
2,B,33,560.5225186871062
2,B,34,464.3450185386469
2,B,35,701.8349143179241
2,B,36,530.1467912657945
2,B,37,447.44068391929926
2,B,38,507.53811818184386
2,B,39,609.8122615189976
2,B,40,477.70201572131566
2,B,41,447.8073776420133
2,B,42,584.5486909874746
2,B,43,584.7356828869432
2,B,44,484.5315192293361
2,B,45,488.90035799096455
2,B,46,582.8505240990046
2,B,47,382.94722764220154
2,B,48,386.85592412579996
2,B,49,459.5773316801155
2,B,50,521.4203291561805
2,B,51,594.4550892993295
2,B,52,795.3301666994134
2,B,53,681.5251702296322
2,B,54,528.4423123134455
2,B,55,547.3914768536254
2,B,56,428.0696590237471
2,B,57,547.4603255019977
2,B,58,511.70772810249457
2,B,59,596.2129597802389
2,B,60,447.2467887339903
2,B,61,626.2532905689636
2,B,62,806.8219455788465
2,B,63,535.246956385807
2,B,64,608.1041756091126
2,B,65,653.5730281894486
2,B,66,497.5087578961492
2,B,67,581.6921748860234
2,B,68,551.734183366771
2,B,69,563.5957858879273
2,B,70,453.35062479406486
2,B,71,553.3804954499516
2,B,72,622.9198451487975
2,B,73,790.5304534336885
2,B,74,699.0595870569304
2,B,75,942.1965386824588
2,B,76,453.9928220730165
2,B,77,684.0277160938695
2,B,78,575.7962005864634
2,B,79,950.8620664891924
2,B,80,449.36869909325463
2,B,81,445.85233853416133
2,B,82,473.4612712912889
2,B,83,323.4175934404964
2,B,84,482.25813611826203
2,B,85,454.9261567114201
2,B,86,571.0728158157002
2,B,87,599.0573115007265
2,B,88,879.15479704226
2,B,89,697.5151527086507
2,B,90,476.1306847341576
2,B,91,439.35801752859527
2,B,92,621.9738630915468
2,B,93,395.38500107604375
2,B,94,869.3823088771258
2,B,95,738.616106078618
2,B,96,489.12807399875743
2,B,97,358.39461144383193
2,B,98,771.538344475582
2,B,99,534.4741235829855
2,B,100,749.4745464208042
3,A,1,402.75270586904435
3,A,2,516.505480568229
3,A,3,600.787070740338
3,A,4,607.0886361177227
3,A,5,536.1496325659045
3,A,6,701.0941164566557
3,A,7,459.4474389977375
3,A,8,579.0187057007073
3,A,9,618.3184173164583
3,A,10,682.3477080220722
3,A,11,716.8261730518848
3,A,12,452.9442874946617
3,A,13,408.8715763705396
3,A,14,825.7969009756027
3,A,15,651.9762652094429
3,A,16,497.60571230764157
3,A,17,884.230388446625
3,A,18,617.6045178091875
3,A,19,805.7342320591155
3,A,20,610.2137316596838
3,A,21,1004.3708820155668
3,A,22,930.5398167092565
3,A,23,563.7938204568126
3,A,24,764.959118825445
3,A,25,705.0534690866328
3,A,26,844.7895512802024
3,A,27,471.39613433271904
3,A,28,712.2596488005343
3,A,29,781.7506102269341
3,A,30,386.54364433680394
3,A,31,446.35519082373366
3,A,32,360.366515004767
3,A,33,560.9198057795525
3,A,34,717.8891853362785
3,A,35,873.5094239506234
3,A,36,611.2177937999272
3,A,37,901.521184566393
3,A,38,424.9214340014492
3,A,39,391.9303107854228
3,A,40,591.7254322914349
3,A,41,660.4662450117729
3,A,42,595.1157760374417
3,A,43,357.8339779905063
3,A,44,586.7798138809737
3,A,45,433.0322822572026
3,A,46,709.349102435655
3,A,47,657.5884085859016
3,A,48,474.3567656052562
3,A,49,527.6656929479448
3,A,50,460.41408748692413
3,A,51,590.6714147012366
3,A,52,761.8237542823609
3,A,53,468.95093352905513
3,A,54,680.5772152741982
3,A,55,525.5079142504142
3,A,56,492.11451680912944
3,A,57,584.1583335809335
3,A,58,463.18154108469747
3,A,59,522.4437533112729
3,A,60,444.72680934848705
3,A,61,980.5473522424472
3,A,62,605.3129174283431
3,A,63,503.7087772838971
3,A,64,632.9710160718287
3,A,65,583.3851732873262
3,A,66,567.7534487210817
3,A,67,699.5738264125744
3,A,68,725.097829307943
3,A,69,525.4759210888412
3,A,70,519.5562568517213
3,A,71,560.1287852377977
3,A,72,337.46080290672944
3,A,73,410.8104392228908
3,A,74,844.4184977160737
3,A,75,905.214184443137
3,A,76,563.7836876115879
3,A,77,693.0269559998453
3,A,78,648.552005362082
3,A,79,1295.4972241711275
3,A,80,793.7935247821703
3,A,81,581.115921349838
3,A,82,472.5032121284027
3,A,83,401.5443849717736
3,A,84,631.3090774076177
3,A,85,496.62835459416726
3,A,86,420.4670964911594
3,A,87,510.4468069106803
3,A,88,457.85047376456475
3,A,89,914.8087838014332
3,A,90,747.952590628818
3,A,91,598.8052948175108
3,A,92,868.628638073321
3,A,93,611.7182080594976
3,A,94,483.76952480528115
3,A,95,878.0562648315649
3,A,96,686.5349718386958
3,A,97,462.94956470705796
3,A,98,572.1178408852948
3,A,99,482.03903288930763
3,A,100,424.6348921768093
3,B,1,693.2999023563154
3,B,2,886.4922988570561
3,B,3,387.71726857934175
3,B,4,633.1203860526633
3,B,5,467.4337539681615
3,B,6,486.93806202079446
3,B,7,474.29040229666003
3,B,8,443.15543864588125
3,B,9,556.712353323009
3,B,10,446.83113497050783
3,B,11,588.4738464471812
3,B,12,543.1354578881424
3,B,13,518.1067315559902
3,B,14,438.35424530070253
3,B,15,476.14643600410375
3,B,16,664.3214107418446
3,B,17,623.3745706607931
3,B,18,430.7506855903606
3,B,19,563.8291920102831
3,B,20,663.656740725459
3,B,21,362.3341882573323
3,B,22,630.0242598367137
3,B,23,466.03574560471867
3,B,24,634.3291256536542
3,B,25,454.45708607873433
3,B,26,350.26771183492633
3,B,27,366.14618592635736
3,B,28,556.651580174142
3,B,29,586.8967462897646
3,B,30,438.7102278737413
3,B,31,645.2039013231538
3,B,32,363.04916383619104
3,B,33,540.9886660162748
3,B,34,406.3294274618626
3,B,35,467.2942997082397
3,B,36,556.5560843026312
3,B,37,443.55195248431056
3,B,38,499.5858185145308
3,B,39,707.3258710232237
3,B,40,476.13208767186285
3,B,41,677.7925761446015
3,B,42,414.6735418684233
3,B,43,627.8927192813043
3,B,44,788.6403867759044
3,B,45,296.4881208933961
3,B,46,450.65156797472457
3,B,47,635.3565326203919
3,B,48,522.7780167042707
3,B,49,603.4750796046999
3,B,50,472.91798562644846
3,B,51,562.0358990095061
3,B,52,529.0055743775541
3,B,53,736.466532535038
3,B,54,586.1193800506506
3,B,55,598.4356160835657
3,B,56,496.1850970742368
3,B,57,486.87953067698845
3,B,58,493.62628918471927
3,B,59,607.0015313182178
3,B,60,495.0566289881039
3,B,61,591.3227593525702
3,B,62,924.0521208414381
3,B,63,683.8232337847269
3,B,64,506.95000800269605
3,B,65,742.6476890936199
3,B,66,496.65689469700123
3,B,67,330.42745830115473
3,B,68,427.47538189030905
3,B,69,344.5434812331503
3,B,70,503.7297466121375
3,B,71,552.5383667287482
3,B,72,836.3336248766955
3,B,73,596.8406272167022
3,B,74,520.6839032537412
3,B,75,676.7281717997201
3,B,76,316.4402534120091
3,B,77,583.3701658735697
3,B,78,666.89631009252
3,B,79,380.0381782609668
3,B,80,732.0558354783982
3,B,81,598.5693432954117
3,B,82,495.76216206239314
3,B,83,644.2673274788921
3,B,84,970.2866008766811
3,B,85,575.5838068602769
3,B,86,585.2115611238734
3,B,87,490.3297153771329
3,B,88,444.72547685618554
3,B,89,676.8855692198483
3,B,90,444.03230631205935
3,B,91,559.9289146413184
3,B,92,488.0920018842562
3,B,93,619.9651300874758
3,B,94,597.8463639965624
3,B,95,712.8729859985802
3,B,96,484.1593937898591
3,B,97,514.1163205392247
3,B,98,430.6205678206018
3,B,99,492.18022638551486
3,B,100,604.4043342218197
4,A,1,725.0037370386681
4,A,2,476.46216791535386
4,A,3,745.7057871710861
4,A,4,842.0497684491826
4,A,5,665.3334749287716
4,A,6,959.2278216564265
4,A,7,494.4679596027171
4,A,8,439.55637487992243
4,A,9,384.61759963536895
4,A,10,872.1319515869825
4,A,11,706.6398069938775
4,A,12,591.7199629964936
4,A,13,643.4998614930236
4,A,14,452.8483917380496
4,A,15,1105.8479001096464
4,A,16,619.6996658218404
4,A,17,616.6356641982563
4,A,18,719.366750049549
4,A,19,676.6688183229812
4,A,20,634.5402121606201
4,A,21,492.40967429975683
4,A,22,675.0567385831491
4,A,23,960.482516298932
4,A,24,839.9015367020232
4,A,25,893.5714625542165
4,A,26,528.0155510973102
4,A,27,468.4964152733262
4,A,28,581.4255455716335
4,A,29,608.4172318983237
4,A,30,788.7721807336316
4,A,31,393.001527168812
4,A,32,879.4680491401693
4,A,33,576.760833495484
4,A,34,539.2662329958941
4,A,35,465.8685726472707
4,A,36,396.7139481098652
4,A,37,737.0990661032812
4,A,38,611.0991048078298
4,A,39,434.6058073632876
4,A,40,434.050098686672
4,A,41,551.6884475865257
4,A,42,910.6740472090752
4,A,43,562.297920661792
4,A,44,412.04967684053054
4,A,45,564.2480101741996
4,A,46,560.4548929247882
4,A,47,305.7317227848562
4,A,48,591.9107945136283
4,A,49,566.340803126796
4,A,50,714.0701782817075
4,A,51,952.5748427241548
4,A,52,795.1819151793752
4,A,53,560.9924697782493
4,A,54,455.0003453814303
4,A,55,1141.6953730946807
4,A,56,608.9488437187078
4,A,57,602.0930359854825
4,A,58,596.392127898818
4,A,59,630.4607147709212
4,A,60,578.7320282596338
4,A,61,519.8364035385432
4,A,62,523.3314023582068
4,A,63,595.1070692416363
4,A,64,523.780897550425
4,A,65,502.05928460765983
4,A,66,616.1788190907903
4,A,67,562.9469243940106
4,A,68,873.8667485001969
4,A,69,309.26150179204296
4,A,70,788.2429607788878
4,A,71,819.3005212329139
4,A,72,357.30226246104223
4,A,73,550.7372067843311
4,A,74,546.7925274097574
4,A,75,422.01958863991086
4,A,76,493.9703441586559
4,A,77,454.53989786661117
4,A,78,929.825808645296
4,A,79,758.1257382660456
4,A,80,824.534041805406
4,A,81,718.6307542571434
4,A,82,452.4452278606866
4,A,83,526.2622110622784
4,A,84,678.0854385239292
4,A,85,442.0388185491496
4,A,86,717.074157523149
4,A,87,565.0127547535128
4,A,88,546.3306908636276
4,A,89,716.7088185225156
4,A,90,670.4810790023245
4,A,91,548.2262757968664
4,A,92,801.7221536888411
4,A,93,457.9059544114793
4,A,94,699.8832650708499
4,A,95,695.8993026093407
4,A,96,555.319178805079
4,A,97,650.9695785486618
4,A,98,438.84718789406116
4,A,99,755.9206497464023
4,A,100,572.8959551631765
4,B,1,482.6238265047026
4,B,2,714.9199545050385
4,B,3,461.20026159083346
4,B,4,386.7594618316778
4,B,5,372.6952214055287
4,B,6,639.9696581331577
4,B,7,399.33910377969227
4,B,8,852.8782653124053
4,B,9,326.8286169294279
4,B,10,840.5297688941902
4,B,11,579.7938706996672
4,B,12,536.8614212717343
4,B,13,479.95315554470943
4,B,14,607.712742188605
4,B,15,544.849496121541
4,B,16,724.6898344256864
4,B,17,565.9327134987371
4,B,18,571.0596777208154
4,B,19,502.20842620806206
4,B,20,542.2254488798392
4,B,21,593.9937042789742
4,B,22,358.6604718326333
4,B,23,392.6316608773069
4,B,24,662.3103824559663
4,B,25,574.0030085938332
4,B,26,525.2752674507857
4,B,27,552.5405152612138
4,B,28,599.9304336436824
4,B,29,480.572623327141
4,B,30,452.7509055518018
4,B,31,577.598847355482
4,B,32,430.6626563812151
4,B,33,609.0993965726615
4,B,34,359.34120798187985
4,B,35,711.3803144425676
4,B,36,618.9767112719755
4,B,37,586.355178019854
4,B,38,703.1646143487919
4,B,39,834.0446093371661
4,B,40,708.7556270997909
4,B,41,347.130128728758
4,B,42,399.4242105887758
4,B,43,470.4612675770045
4,B,44,553.599245153498
4,B,45,625.9891466586415
4,B,46,458.7394147270736
4,B,47,576.2894024609338
4,B,48,455.352819137203
4,B,49,472.02824621862885
4,B,50,386.93356205456666
4,B,51,436.6403972285137
4,B,52,392.28833850932483
4,B,53,430.93185346058743
4,B,54,715.7484134704882
4,B,55,433.7934746671315
4,B,56,1062.1110831864266
4,B,57,622.1913944008604
4,B,58,576.0113176208886
4,B,59,443.77995075947985
4,B,60,655.2361782205361
4,B,61,476.2813836354642
4,B,62,567.0348308365656
4,B,63,1043.0865285670984
4,B,64,536.9490995308412
4,B,65,733.0666385279098
4,B,66,461.33486700881156
4,B,67,545.2100621840531
4,B,68,856.2979920672649
4,B,69,470.2086412615322
4,B,70,865.2603270023352
4,B,71,656.4563890687456
4,B,72,477.8522499814994
4,B,73,644.2070708381074
4,B,74,701.3849571843956
4,B,75,642.5025391723677
4,B,76,371.43062294553243
4,B,77,458.5796449617469
4,B,78,516.9978000818996
4,B,79,539.8600400932092
4,B,80,642.3197949315088
4,B,81,574.9847556080088
4,B,82,393.89413824917784
4,B,83,604.8422867431963
4,B,84,640.7021693514021
4,B,85,632.6174469296327
4,B,86,720.6210860021298
4,B,87,677.492726473492
4,B,88,616.9039246180278
4,B,89,540.436340028464
4,B,90,363.0999151897365
4,B,91,612.3615236428467
4,B,92,579.3114250178561
4,B,93,588.6389381938163
4,B,94,399.70674241796536
4,B,95,419.747837103837
4,B,96,715.6609287241541
4,B,97,544.5879696589374
4,B,98,652.1622968954999
4,B,99,553.9075924812342
4,B,100,554.1067252783761
5,A,1,758.6197067535911
5,A,2,527.3784821195319
5,A,3,614.5927476122176
5,A,4,534.515555552575
5,A,5,538.2405603154187
5,A,6,555.3711474285897
5,A,7,634.2626214755388
5,A,8,532.3187690274516
5,A,9,821.2837678750011
5,A,10,479.75609035622557
5,A,11,572.6139438454279
5,A,12,537.5366214696171
5,A,13,861.4991990953489
5,A,14,630.2196121423133
5,A,15,776.573108970988
5,A,16,413.86488753883293
5,A,17,641.4249730259663
5,A,18,749.4483136984776
5,A,19,612.4704231602606
5,A,20,783.1308134185687
5,A,21,527.2145295700656
5,A,22,853.4325531445329
5,A,23,1065.984629878058
5,A,24,547.9697118677506
5,A,25,536.761587541542
5,A,26,862.8801233113031
5,A,27,890.5352546303073
5,A,28,526.4806866777642
5,A,29,540.1694847390148
5,A,30,559.1867538728166
5,A,31,428.72557436985505
5,A,32,476.88084964994914
5,A,33,466.7969952720924
5,A,34,495.20918236566126
5,A,35,594.8197588605775
5,A,36,636.1811426976909
5,A,37,884.0863849718264
5,A,38,467.4727905633683
5,A,39,767.4015939086756
5,A,40,568.7451507982314
5,A,41,592.6261298884975
5,A,42,710.2624348274173
5,A,43,453.16176090174093
5,A,44,660.1929176388813
5,A,45,625.4946065634617
5,A,46,678.6072060021211
5,A,47,644.981617373236
5,A,48,1108.490756409463
5,A,49,511.57523376139756
5,A,50,525.4107914139913
5,A,51,513.4458256508326
5,A,52,522.2050753705666
5,A,53,511.6203639704365
5,A,54,807.6944152138295
5,A,55,855.8162716776866
5,A,56,520.2154651330289
5,A,57,487.28090410592966
5,A,58,675.0478277665077
5,A,59,522.6300718228119
5,A,60,702.8634329112884
5,A,61,631.2237593815397
5,A,62,410.75364318359766
5,A,63,883.4246086743533
5,A,64,940.0180465056484
5,A,65,514.776323282748
5,A,66,544.5742328565018
5,A,67,644.449202845864
5,A,68,652.3256188751226
5,A,69,707.3783868641966
5,A,70,991.7596502835104
5,A,71,574.0364226167727
5,A,72,491.4476111012144
5,A,73,425.0045387216767
5,A,74,499.79456561908563
5,A,75,595.0514735653454
5,A,76,939.7079364639822
5,A,77,527.1719786248273
5,A,78,634.5249718552639
5,A,79,597.541615766093
5,A,80,807.5685745852786
5,A,81,1128.5204998705196
5,A,82,525.4276287459916
5,A,83,530.8979374558952
5,A,84,778.9679281494925
5,A,85,711.5192890925031
5,A,86,952.039462987469
5,A,87,694.3052473923219
5,A,88,548.4557667967131
5,A,89,695.4738159790396
5,A,90,791.639055842483
5,A,91,736.6038277551764
5,A,92,681.1265802729356
5,A,93,783.3646744559109
5,A,94,803.722092094894
5,A,95,847.6513462655563
5,A,96,705.6413651926923
5,A,97,575.448729248077
5,A,98,622.4156249010103
5,A,99,811.2342852864356
5,A,100,489.16298542506837
5,B,1,603.1021621100178
5,B,2,498.49002299261883
5,B,3,553.966648659899
5,B,4,757.1271794459217
5,B,5,576.9139057471042
5,B,6,556.4222315264598
5,B,7,391.4877570275256
5,B,8,662.8055570584052
5,B,9,646.3165010529543
5,B,10,944.5720417564925
5,B,11,509.2676531421686
5,B,12,580.973915597389
5,B,13,585.3817503788322
5,B,14,815.8916776442983
5,B,15,537.0517159235283
5,B,16,589.735221864792
5,B,17,640.2715643519424
5,B,18,576.2666911528368
5,B,19,491.9169367959874
5,B,20,577.3454436025111
5,B,21,719.3343105781747
5,B,22,425.51042715857733
5,B,23,568.5906167822695
5,B,24,461.6874165281848
5,B,25,741.5035398402766
5,B,26,375.8242267471247
5,B,27,478.27592572089446
5,B,28,604.3909440972953
5,B,29,813.4620583304609
5,B,30,541.0332368754056
5,B,31,478.72120695381267
5,B,32,880.2513974433188
5,B,33,382.95397150576014
5,B,34,317.4171340252456
5,B,35,613.9551566695623
5,B,36,485.12409400530913
5,B,37,426.0727361981875
5,B,38,656.5556054812891
5,B,39,584.5652781250031
5,B,40,477.65973165727553
5,B,41,399.35157871170145
5,B,42,684.0510916970813
5,B,43,647.0791188424434
5,B,44,536.5309838828114
5,B,45,872.6874969770276
5,B,46,420.9007621952219
5,B,47,375.60459668148314
5,B,48,462.63632059533535
5,B,49,543.7675045375186
5,B,50,584.4978722164143
5,B,51,517.8104578248242
5,B,52,600.6017848692517
5,B,53,402.2337640319285
5,B,54,789.073465946872
5,B,55,538.8194182127639
5,B,56,727.2295927409832
5,B,57,599.2025062299066
5,B,58,616.5297532610584
5,B,59,634.1972958913237
5,B,60,615.1372528244045
5,B,61,645.8704669977993
5,B,62,766.7849705514741
5,B,63,577.6964574762778
5,B,64,656.6618628784536
5,B,65,537.7987151005013
5,B,66,788.3542794950074
5,B,67,464.43434499110964
5,B,68,862.774523565295
5,B,69,544.5059068728095
5,B,70,384.607949588135
5,B,71,567.899452016987
5,B,72,463.89366878243936
5,B,73,678.6321074451985
5,B,74,467.2022668070594
5,B,75,491.94770486725815
5,B,76,342.93231505428685
5,B,77,491.1952459837475
5,B,78,300.0497957061528
5,B,79,370.16267543595603
5,B,80,665.1562279168559
5,B,81,669.3909826483076
5,B,82,611.7248981796109
5,B,83,431.8914322590388
5,B,84,543.4786586032858
5,B,85,549.5048738724184
5,B,86,411.7132475468262
5,B,87,800.925435657334
5,B,88,684.8904174027738
5,B,89,520.4413672673239
5,B,90,553.7092547001081
5,B,91,579.4121066188851
5,B,92,330.12935454357086
5,B,93,517.0419087299616
5,B,94,463.78552567979625
5,B,95,428.16698688020205
5,B,96,512.6755582332418
5,B,97,862.0729621429132
5,B,98,645.566995568566
5,B,99,476.81259485249586
5,B,100,634.643848831523
6,A,1,851.3033383562004
6,A,2,756.0353058465741
6,A,3,609.0115589213461
